,TIME,OFNS_DESC,COUNT
11779,10:00:00, CRIMINAL MISCHIEF & RELATED OF,3726
10689,09:00:00, PETIT LARCENY,3693
40,00:01:00, CRIMINAL MISCHIEF & RELATED OF,3529
10674,09:00:00, GRAND LARCENY,3463
11800,10:00:00, PETIT LARCENY,3406
9594,08:00:00, PETIT LARCENY,3188
1405,01:00:00, CRIMINAL MISCHIEF & RELATED OF,2954
13005,11:00:00, PETIT LARCENY,2919
11789,10:00:00, HARRASSMENT 2,2849
9569,08:00:00, CRIMINAL MISCHIEF & RELATED OF,2693
