,TIME,OFNS_DESC,COUNT
3837,05:30:00, POSSESSION OF STOLEN PROPERTY,1
4034,06:00:00, FORGERY,1
4026,06:00:00, ARSON,1
4025,06:00:00, AGRICULTURE & MRKTS LAW-UNCLASSIFIED,1
4023,05:59:00, ROBBERY,1
4022,05:59:00, OFF. AGNST PUB ORD SENSBLTY &,1
4021,05:59:00, INTOXICATED & IMPAIRED DRIVING,1
4040,06:00:00, KIDNAPPING & RELATED OFFENSES,1
4017,05:58:00, OTHER OFFENSES RELATED TO THEF,1
4014,05:58:00, ASSAULT 3 & RELATED OFFENSES,1
