,TIME,OFNS_DESC,COUNT
4888,03:25:00, THEFT-FRAUD,1
5265,03:43:00, FORGERY,1
5255,03:42:00, PETIT LARCENY,1
5254,03:42:00, OFFENSES AGAINST THE PERSON,1
5252,03:42:00, MISCELLANEOUS PENAL LAW,1
5249,03:42:00, GRAND LARCENY OF MOTOR VEHICLE,1
5246,03:42:00, FORGERY,1
11582,09:13:00, FRAUDS,1
5241,03:42:00, BURGLARY,1
5240,03:42:00," ""BURGLARS TOOLS""",1
