,TIME,OFNS_DESC,COUNT
6597,04:32:00, OFFENSES AGAINST THE PERSON,1
10348,07:43:00, FRAUDS,1
8044,05:43:00, BURGLARY,1
10346,07:43:00, DANGEROUS WEAPONS,1
10345,07:43:00, DANGEROUS DRUGS,1
8048,05:43:00, FELONY ASSAULT,1
10344,07:43:00, CRIMINAL MISCHIEF & RELATED OF,1
8049,05:43:00, GRAND LARCENY,1
10341,07:43:00, ARSON,1
8050,05:43:00, HARRASSMENT 2,1
