,TIME,OFNS_DESC,COUNT
11993,09:00:00, PETIT LARCENY,5469
13349,10:00:00, PETIT LARCENY,5352
53,00:01:00, GRAND LARCENY,5232
44,00:01:00, CRIMINAL MISCHIEF & RELATED OF,4951
10703,08:00:00, PETIT LARCENY,4867
14747,11:00:00, PETIT LARCENY,4603
11978,09:00:00, GRAND LARCENY,4490
14734,11:00:00, HARRASSMENT 2,3882
13338,10:00:00, HARRASSMENT 2,3868
10689,08:00:00, GRAND LARCENY,3612
