,TIME,OFNS_DESC,COUNT
5492,08:57:00, CRIMINAL MISCHIEF & RELATED OF,1
6513,10:26:00, OFFENSES AGAINST THE PERSON,1
14099,19:40:00, OFFENSES AGAINST THE PERSON,1
6509,10:26:00, GRAND LARCENY OF MOTOR VEHICLE,1
6508,10:26:00, FORGERY,1
6507,10:26:00, DANGEROUS WEAPONS,1
6506,10:26:00, DANGEROUS DRUGS,1
6505,10:26:00, CRIMINAL MISCHIEF & RELATED OF,1
6504,10:26:00, ASSAULT 3 & RELATED OFFENSES,1
6503,10:25:00, UNAUTHORIZED USE OF A VEHICLE,1
