,TIME,OFNS_DESC,COUNT
5048,03:45:00, OTHER STATE LAWS NON PENAL LA,1
8742,07:11:00, CRIMINAL TRESPASS,1
24840,19:52:00, ADMINISTRATIVE CODE,1
8743,07:11:00, FELONY ASSAULT,1
14846,12:27:00, POSSESSION OF STOLEN PROPERTY,1
14849,12:28:00, ADMINISTRATIVE CODE,1
8745,07:11:00, INTOXICATED & IMPAIRED DRIVING,1
5382,04:01:00, VEHICLE AND TRAFFIC LAWS,1
5381,04:01:00, THEFT-FRAUD,1
14858,12:28:00, FRAUDULENT ACCOSTING,1
