,TIME,OFNS_DESC,COUNT
25379,17:52:00, OFFENSES INVOLVING FRAUD,1
24475,17:19:00, FRAUDS,1
24466,17:19:00, ADMINISTRATIVE CODE,1
24464,17:18:00, UNAUTHORIZED USE OF A VEHICLE,1
24463,17:18:00, THEFT-FRAUD,1
24452,17:18:00, INTOXICATED & IMPAIRED DRIVING,1
24448,17:18:00, FRAUDULENT ACCOSTING,1
24437,17:18:00, ADMINISTRATIVE CODE,1
24435,17:17:00, UNAUTHORIZED USE OF A VEHICLE,1
24432,17:17:00, POSSESSION OF STOLEN PROPERTY,1
