,TIME,OFNS_DESC,COUNT
11767,09:00:00, GRAND LARCENY,5632
13092,10:00:00, PETIT LARCENY,4664
11784,09:00:00, PETIT LARCENY,4494
14486,11:00:00, PETIT LARCENY,4467
13076,10:00:00, GRAND LARCENY,4006
10503,08:00:00, GRAND LARCENY,3458
56,00:01:00, GRAND LARCENY,3270
10517,08:00:00, PETIT LARCENY,3227
14469,11:00:00, GRAND LARCENY,3172
1573,01:00:00, GRAND LARCENY,2747
