,TIME,OFNS_DESC,COUNT
14248,12:00:00, GRAND LARCENY,5935
14263,12:00:00, PETIT LARCENY,5925
22334,18:00:00, PETIT LARCENY,5554
25046,20:00:00, PETIT LARCENY,5258
20978,17:00:00, PETIT LARCENY,5133
18283,15:00:00, PETIT LARCENY,5044
23683,19:00:00, PETIT LARCENY,4990
19642,16:00:00, PETIT LARCENY,4904
25019,20:00:00, CRIMINAL MISCHIEF & RELATED OF,4765
27757,22:00:00, CRIMINAL MISCHIEF & RELATED OF,4607
