,TIME,OFNS_DESC,COUNT
10828,06:06:00, THEFT OF SERVICES,1
17433,10:09:00, NYS LAWS-UNCLASSIFIED FELONY,1
6185,03:17:00, JOSTLING,1
2640,01:21:00, FRAUDS,1
13569,07:53:00, FORGERY,1
2642,01:21:00, GRAND LARCENY OF MOTOR VEHICLE,1
13570,07:53:00, FRAUDS,1
13573,07:53:00, INTOXICATED & IMPAIRED DRIVING,1
17419,10:09:00, AGRICULTURE & MRKTS LAW-UNCLASSIFIED,1
6166,03:16:00, OTHER STATE LAWS NON PENAL LA,1
