,TIME,OFNS_DESC,COUNT
20826,12:00:00, PETIT LARCENY,27858
32670,18:00:00, PETIT LARCENY,27089
26677,15:00:00, PETIT LARCENY,26180
20806,12:00:00, GRAND LARCENY,25858
30667,17:00:00, PETIT LARCENY,25586
28661,16:00:00, PETIT LARCENY,24920
36676,20:00:00, PETIT LARCENY,23869
34689,19:00:00, PETIT LARCENY,23675
24691,14:00:00, PETIT LARCENY,22052
22750,13:00:00, PETIT LARCENY,19862
