,TIME,OFNS_DESC,COUNT
24381,18:07:00, BURGLARY,1
28462,20:43:00, POSSESSION OF STOLEN PROPERTY,1
28464,20:43:00, THEFT-FRAUD,1
28466,20:44:00, ALCOHOLIC BEVERAGE CONTROL LAW,1
20022,15:15:00, OFFENSES RELATED TO CHILDREN,1
28475,20:44:00, FORGERY,1
28476,20:44:00, GAMBLING,1
28479,20:44:00, INTOXICATED & IMPAIRED DRIVING,1
28460,20:43:00, OFFENSES INVOLVING FRAUD,1
28483,20:44:00, OFFENSES AGAINST PUBLIC SAFETY,1
