,TIME,OFNS_DESC,COUNT
16204,12:00:00, PETIT LARCENY,7958
25438,18:00:00, PETIT LARCENY,7902
20783,15:00:00, PETIT LARCENY,7479
23873,17:00:00, PETIT LARCENY,7430
28583,20:00:00, PETIT LARCENY,7312
22339,16:00:00, PETIT LARCENY,7294
16185,12:00:00, GRAND LARCENY,7140
26992,19:00:00, PETIT LARCENY,6964
19219,14:00:00, PETIT LARCENY,6300
28557,20:00:00, CRIMINAL MISCHIEF & RELATED OF,6073
