,DAY,OFNS_DESC,COUNT
1480,31, MISCELLANEOUS PENAL LAW,395
261,6, INTOXICATED & IMPAIRED DRIVING,395
663,14, INTOXICATED & IMPAIRED DRIVING,390
613,13, INTOXICATED & IMPAIRED DRIVING,387
485,10, THEFT-FRAUD,384
362,8, INTOXICATED & IMPAIRED DRIVING,384
1194,25, INTOXICATED & IMPAIRED DRIVING,383
955,20, INTOXICATED & IMPAIRED DRIVING,382
513,11, INTOXICATED & IMPAIRED DRIVING,379
563,12, INTOXICATED & IMPAIRED DRIVING,377
164,4, INTOXICATED & IMPAIRED DRIVING,377
15,1, FORGERY,376
858,18, INTOXICATED & IMPAIRED DRIVING,374
69,2, INTOXICATED & IMPAIRED DRIVING,373
906,19, INTOXICATED & IMPAIRED DRIVING,373
1284,27, INTOXICATED & IMPAIRED DRIVING,370
1006,21, INTOXICATED & IMPAIRED DRIVING,366
1100,23, INTOXICATED & IMPAIRED DRIVING,366
761,16, INTOXICATED & IMPAIRED DRIVING,366
978,20, THEFT-FRAUD,364
711,15, INTOXICATED & IMPAIRED DRIVING,359
115,3, INTOXICATED & IMPAIRED DRIVING,356
213,5, INTOXICATED & IMPAIRED DRIVING,353
1333,28, INTOXICATED & IMPAIRED DRIVING,351
704,15, FORGERY,350
354,8, FORGERY,348
62,2, FORGERY,344
1240,26, INTOXICATED & IMPAIRED DRIVING,344
411,9, INTOXICATED & IMPAIRED DRIVING,342
1147,24, INTOXICATED & IMPAIRED DRIVING,337
462,10, INTOXICATED & IMPAIRED DRIVING,335
454,10, FORGERY,335
108,3, FORGERY,334
1054,22, INTOXICATED & IMPAIRED DRIVING,332
1432,30, INTOXICATED & IMPAIRED DRIVING,329
156,4, FORGERY,327
504,11, FORGERY,325
536,11, THEFT-FRAUD,324
206,5, FORGERY,323
90,2, THEFT-FRAUD,321
831,17, THEFT-FRAUD,321
754,16, FORGERY,316
1380,29, INTOXICATED & IMPAIRED DRIVING,316
999,21, FORGERY,316
605,13, FORGERY,314
234,5, THEFT-FRAUD,313
684,14, THEFT-FRAUD,308
137,3, THEFT-FRAUD,308
1466,31, CRIMINAL TRESPASS,307
947,20, FORGERY,305
586,12, THEFT-FRAUD,303
1325,28, FORGERY,300
635,13, THEFT-FRAUD,296
802,17, FORGERY,296
335,7, THEFT-FRAUD,296
556,12, FORGERY,294
304,7, FORGERY,294
1047,22, FORGERY,293
254,6, FORGERY,289
383,8, THEFT-FRAUD,287
1027,21, THEFT-FRAUD,287
879,18, THEFT-FRAUD,286
1073,22, THEFT-FRAUD,285
655,14, FORGERY,285
899,19, FORGERY,285
1353,28, THEFT-FRAUD,280
784,16, THEFT-FRAUD,280
1092,23, FORGERY,279
434,9, THEFT-FRAUD,278
284,6, THEFT-FRAUD,278
187,4, THEFT-FRAUD,276
1121,23, THEFT-FRAUD,274
1214,25, THEFT-FRAUD,274
1373,29, FORGERY,268
403,9, FORGERY,268
1307,27, THEFT-FRAUD,268
1167,24, THEFT-FRAUD,267
1259,26, THEFT-FRAUD,266
1140,24, FORGERY,265
1453,30, THEFT-FRAUD,264
1423,30, FORGERY,260
851,18, FORGERY,259
1232,26, FORGERY,258
1277,27, FORGERY,256
1187,25, FORGERY,255
927,19, THEFT-FRAUD,251
174,4, OFFENSES AGAINST THE PERSON,247
1499,31, VEHICLE AND TRAFFIC LAWS,244
1405,29, THEFT-FRAUD,237
1478,31, INTOXICATED & IMPAIRED DRIVING,228
705,15, FRAUDS,225
779,16, POSSESSION OF STOLEN PROPERTY,222
656,14, FRAUDS,216
207,5, FRAUDS,212
581,12, POSSESSION OF STOLEN PROPERTY,211
229,5, POSSESSION OF STOLEN PROPERTY,208
505,11, FRAUDS,204
803,17, FRAUDS,201
355,8, FRAUDS,200
305,7, FRAUDS,200
630,13, POSSESSION OF STOLEN PROPERTY,199
132,3, POSSESSION OF STOLEN PROPERTY,199
1068,22, POSSESSION OF STOLEN PROPERTY,198
852,18, FRAUDS,194
279,6, POSSESSION OF STOLEN PROPERTY,194
922,19, POSSESSION OF STOLEN PROPERTY,193
429,9, POSSESSION OF STOLEN PROPERTY,193
455,10, FRAUDS,193
63,2, FRAUDS,191
606,13, FRAUDS,191
