,DAY,OFNS_DESC,COUNT
95,2, POSSESSION OF STOLEN PROPERTY,275
1351,27, POSSESSION OF STOLEN PROPERTY,275
1474,30, FRAUDS,275
1203,24, POSSESSION OF STOLEN PROPERTY,275
1177,24, FRAUDS,274
196,4, POSSESSION OF STOLEN PROPERTY,272
1376,28, FRAUDS,271
1301,26, POSSESSION OF STOLEN PROPERTY,262
1520,31, FORGERY,248
1449,29, POSSESSION OF STOLEN PROPERTY,248
1497,30, POSSESSION OF STOLEN PROPERTY,243
1425,29, FRAUDS,242
1513,31, CRIMINAL TRESPASS,211
49,1, UNAUTHORIZED USE OF A VEHICLE,200
4,1, ARSON,199
56,2, ARSON,191
410,9, ARSON,190
0,1, ADMINISTRATIVE CODE,188
157,4, ARSON,184
101,2, UNAUTHORIZED USE OF A VEHICLE,182
258,6, ARSON,175
912,19, ARSON,175
207,5, ARSON,174
1112,23, ARSON,174
607,12, UNAUTHORIZED USE OF A VEHICLE,173
555,11, UNAUTHORIZED USE OF A VEHICLE,173
303,6, UNAUTHORIZED USE OF A VEHICLE,170
757,15, UNAUTHORIZED USE OF A VEHICLE,168
1061,22, ARSON,167
813,17, ARSON,166
511,11, ARSON,165
557,12, ADMINISTRATIVE CODE,164
52,2, ADMINISTRATIVE CODE,164
712,15, ARSON,163
204,5, ADMINISTRATIVE CODE,163
507,11, ADMINISTRATIVE CODE,162
1215,25, ARSON,161
1263,26, ARSON,161
762,16, ARSON,161
107,3, ARSON,160
1055,21, UNAUTHORIZED USE OF A VEHICLE,160
561,12, ARSON,160
614,13, ARSON,160
1006,20, UNAUTHORIZED USE OF A VEHICLE,159
1011,21, ARSON,159
309,7, ARSON,159
1208,24, UNAUTHORIZED USE OF A VEHICLE,158
955,19, UNAUTHORIZED USE OF A VEHICLE,158
708,15, ADMINISTRATIVE CODE,158
662,14, ARSON,158
958,20, ADMINISTRATIVE CODE,158
861,18, ARSON,157
1105,22, UNAUTHORIZED USE OF A VEHICLE,156
456,10, ADMINISTRATIVE CODE,156
188,4, OFFENSES AGAINST THE PERSON,156
360,8, ARSON,155
1412,29, ARSON,155
806,16, UNAUTHORIZED USE OF A VEHICLE,155
151,3, UNAUTHORIZED USE OF A VEHICLE,155
1407,28, UNAUTHORIZED USE OF A VEHICLE,155
354,7, UNAUTHORIZED USE OF A VEHICLE,154
1502,30, UNAUTHORIZED USE OF A VEHICLE,154
103,3, ADMINISTRATIVE CODE,154
460,10, ARSON,153
961,20, ARSON,153
1158,23, UNAUTHORIZED USE OF A VEHICLE,153
1310,27, ARSON,152
36,1, OFFENSES AGAINST THE PERSON,152
1460,30, ARSON,152
403,8, UNAUTHORIZED USE OF A VEHICLE,150
505,10, UNAUTHORIZED USE OF A VEHICLE,149
454,9, UNAUTHORIZED USE OF A VEHICLE,148
856,17, UNAUTHORIZED USE OF A VEHICLE,148
154,4, ADMINISTRATIVE CODE,148
253,5, UNAUTHORIZED USE OF A VEHICLE,147
1057,22, ADMINISTRATIVE CODE,146
1454,29, UNAUTHORIZED USE OF A VEHICLE,145
1544,31, POSSESSION OF STOLEN PROPERTY,145
357,8, ADMINISTRATIVE CODE,144
406,9, ADMINISTRATIVE CODE,144
1362,28, ARSON,144
1342,27, OFFENSES AGAINST THE PERSON,143
1306,26, UNAUTHORIZED USE OF A VEHICLE,143
1358,28, ADMINISTRATIVE CODE,143
1164,24, ARSON,143
905,18, UNAUTHORIZED USE OF A VEHICLE,142
656,13, UNAUTHORIZED USE OF A VEHICLE,142
201,4, UNAUTHORIZED USE OF A VEHICLE,142
1356,27, UNAUTHORIZED USE OF A VEHICLE,142
643,13, OFFENSES AGAINST THE PERSON,141
255,6, ADMINISTRATIVE CODE,141
1308,27, ADMINISTRATIVE CODE,140
1409,29, ADMINISTRATIVE CODE,140
809,17, ADMINISTRATIVE CODE,140
858,18, ADMINISTRATIVE CODE,139
908,19, ADMINISTRATIVE CODE,138
706,14, UNAUTHORIZED USE OF A VEHICLE,137
1521,31, FRAUDS,135
1257,25, UNAUTHORIZED USE OF A VEHICLE,135
610,13, ADMINISTRATIVE CODE,134
759,16, ADMINISTRATIVE CODE,134
658,14, ADMINISTRATIVE CODE,133
1211,25, ADMINISTRATIVE CODE,133
1008,21, ADMINISTRATIVE CODE,132
1259,26, ADMINISTRATIVE CODE,131
87,2, OFFENSES AGAINST THE PERSON,131
594,12, OFFENSES AGAINST THE PERSON,130
996,20, OTHER OFFENSES RELATED TO THEF,129
541,11, OFFENSES AGAINST THE PERSON,128
993,20, OFFENSES AGAINST THE PERSON,128
1108,23, ADMINISTRATIVE CODE,125
495,10, OTHER OFFENSES RELATED TO THEF,125
693,14, OFFENSES AGAINST THE PERSON,124
39,1, OTHER OFFENSES RELATED TO THEF,123
793,16, OFFENSES AGAINST THE PERSON,123
306,7, ADMINISTRATIVE CODE,122
1457,30, ADMINISTRATIVE CODE,122
946,19, OTHER OFFENSES RELATED TO THEF,121
1160,24, ADMINISTRATIVE CODE,120
1092,22, OFFENSES AGAINST THE PERSON,119
646,13, OTHER OFFENSES RELATED TO THEF,118
1144,23, OFFENSES AGAINST THE PERSON,117
597,12, OTHER OFFENSES RELATED TO THEF,116
846,17, OTHER OFFENSES RELATED TO THEF,116
744,15, OFFENSES AGAINST THE PERSON,115
796,16, OTHER OFFENSES RELATED TO THEF,113
1042,21, OFFENSES AGAINST THE PERSON,113
1195,24, OFFENSES AGAINST THE PERSON,112
393,8, OTHER OFFENSES RELATED TO THEF,111
892,18, OFFENSES AGAINST THE PERSON,110
1492,30, OTHER OFFENSES RELATED TO THEF,109
441,9, OFFENSES AGAINST THE PERSON,109
895,18, OTHER OFFENSES RELATED TO THEF,107
1045,21, OTHER OFFENSES RELATED TO THEF,107
444,9, OTHER OFFENSES RELATED TO THEF,107
1489,30, OFFENSES AGAINST THE PERSON,107
290,6, OFFENSES AGAINST THE PERSON,106
138,3, OFFENSES AGAINST THE PERSON,105
1393,28, OFFENSES AGAINST THE PERSON,104
943,19, OFFENSES AGAINST THE PERSON,103
1147,23, OTHER OFFENSES RELATED TO THEF,103
242,5, OTHER OFFENSES RELATED TO THEF,103
492,10, OFFENSES AGAINST THE PERSON,102
747,15, OTHER OFFENSES RELATED TO THEF,101
341,7, OFFENSES AGAINST THE PERSON,101
544,11, OTHER OFFENSES RELATED TO THEF,99
90,2, OTHER OFFENSES RELATED TO THEF,98
293,6, OTHER OFFENSES RELATED TO THEF,97
1444,29, OTHER OFFENSES RELATED TO THEF,97
1507,31, ARSON,97
191,4, OTHER OFFENSES RELATED TO THEF,96
1296,26, OTHER OFFENSES RELATED TO THEF,96
1293,26, OFFENSES AGAINST THE PERSON,96
1198,24, OTHER OFFENSES RELATED TO THEF,96
141,3, OTHER OFFENSES RELATED TO THEF,95
1244,25, OFFENSES AGAINST THE PERSON,94
843,17, OFFENSES AGAINST THE PERSON,93
595,12, OFFENSES INVOLVING FRAUD,92
1396,28, OTHER OFFENSES RELATED TO THEF,91
1441,29, OFFENSES AGAINST THE PERSON,91
1394,28, OFFENSES INVOLVING FRAUD,90
1247,25, OTHER OFFENSES RELATED TO THEF,90
390,8, OFFENSES AGAINST THE PERSON,89
1504,31, ADMINISTRATIVE CODE,89
694,14, OFFENSES INVOLVING FRAUD,88
1095,22, OTHER OFFENSES RELATED TO THEF,88
88,2, OFFENSES INVOLVING FRAUD,87
344,7, OTHER OFFENSES RELATED TO THEF,86
1548,31, UNAUTHORIZED USE OF A VEHICLE,85
139,3, OFFENSES INVOLVING FRAUD,85
239,5, OFFENSES AGAINST THE PERSON,85
493,10, OFFENSES INVOLVING FRAUD,84
240,5, OFFENSES INVOLVING FRAUD,84
37,1, OFFENSES INVOLVING FRAUD,80
644,13, OFFENSES INVOLVING FRAUD,80
1442,29, OFFENSES INVOLVING FRAUD,78
1345,27, OTHER OFFENSES RELATED TO THEF,78
994,20, OFFENSES INVOLVING FRAUD,77
1093,22, OFFENSES INVOLVING FRAUD,77
1537,31, OFFENSES AGAINST THE PERSON,76
696,14, OTHER OFFENSES RELATED TO THEF,75
944,19, OFFENSES INVOLVING FRAUD,75
1043,21, OFFENSES INVOLVING FRAUD,75
1343,27, OFFENSES INVOLVING FRAUD,72
893,18, OFFENSES INVOLVING FRAUD,71
542,11, OFFENSES INVOLVING FRAUD,70
844,17, OFFENSES INVOLVING FRAUD,70
794,16, OFFENSES INVOLVING FRAUD,68
342,7, OFFENSES INVOLVING FRAUD,68
391,8, OFFENSES INVOLVING FRAUD,67
745,15, OFFENSES INVOLVING FRAUD,66
442,9, OFFENSES INVOLVING FRAUD,65
1540,31, OTHER OFFENSES RELATED TO THEF,65
1196,24, OFFENSES INVOLVING FRAUD,63
189,4, OFFENSES INVOLVING FRAUD,62
1490,30, OFFENSES INVOLVING FRAUD,62
1245,25, OFFENSES INVOLVING FRAUD,60
1145,23, OFFENSES INVOLVING FRAUD,60
537,11, NYS LAWS-UNCLASSIFIED FELONY,59
1294,26, OFFENSES INVOLVING FRAUD,57
291,6, OFFENSES INVOLVING FRAUD,57
1039,21, NYS LAWS-UNCLASSIFIED FELONY,57
740,15, NYS LAWS-UNCLASSIFIED FELONY,57
939,19, NYS LAWS-UNCLASSIFIED FELONY,55
1338,27, NYS LAWS-UNCLASSIFIED FELONY,52
589,12, NYS LAWS-UNCLASSIFIED FELONY,52
488,10, NYS LAWS-UNCLASSIFIED FELONY,52
789,16, NYS LAWS-UNCLASSIFIED FELONY,51
286,6, NYS LAWS-UNCLASSIFIED FELONY,50
1289,26, NYS LAWS-UNCLASSIFIED FELONY,48
32,1, NYS LAWS-UNCLASSIFIED FELONY,48
1485,30, NYS LAWS-UNCLASSIFIED FELONY,47
235,5, NYS LAWS-UNCLASSIFIED FELONY,47
337,7, NYS LAWS-UNCLASSIFIED FELONY,47
1240,25, NYS LAWS-UNCLASSIFIED FELONY,47
639,13, NYS LAWS-UNCLASSIFIED FELONY,47
187,4, OFFENSES AGAINST PUBLIC SAFETY,46
689,14, NYS LAWS-UNCLASSIFIED FELONY,45
1190,24, NYS LAWS-UNCLASSIFIED FELONY,45
83,2, NYS LAWS-UNCLASSIFIED FELONY,44
1389,28, NYS LAWS-UNCLASSIFIED FELONY,44
437,9, NYS LAWS-UNCLASSIFIED FELONY,43
1140,23, NYS LAWS-UNCLASSIFIED FELONY,43
989,20, NYS LAWS-UNCLASSIFIED FELONY,42
563,12," ""BURGLARS TOOLS""",42
1437,29, NYS LAWS-UNCLASSIFIED FELONY,40
134,3, NYS LAWS-UNCLASSIFIED FELONY,40
386,8, NYS LAWS-UNCLASSIFIED FELONY,40
839,17, NYS LAWS-UNCLASSIFIED FELONY,40
184,4, NYS LAWS-UNCLASSIFIED FELONY,40
231,5, KIDNAPPING & RELATED OFFENSES,39
1088,22, NYS LAWS-UNCLASSIFIED FELONY,38
1385,28, KIDNAPPING & RELATED OFFENSES,37
1538,31, OFFENSES INVOLVING FRAUD,37
534,11, KIDNAPPING & RELATED OFFENSES,36
889,18, NYS LAWS-UNCLASSIFIED FELONY,36
1434,29, KIDNAPPING & RELATED OFFENSES,35
1446,29, OTHER STATE LAWS NON PENAL LA,34
963,20," ""BURGLARS TOOLS""",34
362,8," ""BURGLARS TOOLS""",34
698,14, OTHER STATE LAWS NON PENAL LA,33
1013,21," ""BURGLARS TOOLS""",33
599,12, OTHER STATE LAWS NON PENAL LA,33
109,3," ""BURGLARS TOOLS""",32
1482,30, KIDNAPPING & RELATED OFFENSES,32
786,16, KIDNAPPING & RELATED OFFENSES,32
1136,23, KIDNAPPING & RELATED OFFENSES,32
222,5, GAMBLING,32
513,11," ""BURGLARS TOOLS""",32
1398,28, OTHER STATE LAWS NON PENAL LA,31
159,4," ""BURGLARS TOOLS""",31
798,16, OTHER STATE LAWS NON PENAL LA,30
311,7," ""BURGLARS TOOLS""",30
484,10, KIDNAPPING & RELATED OFFENSES,30
333,7, KIDNAPPING & RELATED OFFENSES,30
58,2," ""BURGLARS TOOLS""",30
1414,29," ""BURGLARS TOOLS""",29
1312,27," ""BURGLARS TOOLS""",29
462,10," ""BURGLARS TOOLS""",29
131,3, KIDNAPPING & RELATED OFFENSES,28
1237,25, KIDNAPPING & RELATED OFFENSES,28
736,15, KIDNAPPING & RELATED OFFENSES,28
630,13, GAMBLING,28
1200,24, OTHER STATE LAWS NON PENAL LA,28
1186,24, KIDNAPPING & RELATED OFFENSES,28
1035,21, KIDNAPPING & RELATED OFFENSES,27
664,14," ""BURGLARS TOOLS""",27
433,9, KIDNAPPING & RELATED OFFENSES,27
1334,27, KIDNAPPING & RELATED OFFENSES,27
795,16, OFFENSES RELATED TO CHILDREN,27
282,6, KIDNAPPING & RELATED OFFENSES,27
834,17, KIDNAPPING & RELATED OFFENSES,27
685,14, KIDNAPPING & RELATED OFFENSES,27
1149,23, OTHER STATE LAWS NON PENAL LA,27
1364,28," ""BURGLARS TOOLS""",27
92,2, OTHER STATE LAWS NON PENAL LA,27
928,19, GAMBLING,26
375,8, GAMBLING,26
984,20, KIDNAPPING & RELATED OFFENSES,26
1063,22," ""BURGLARS TOOLS""",26
1265,26," ""BURGLARS TOOLS""",26
180,4, KIDNAPPING & RELATED OFFENSES,26
885,18, KIDNAPPING & RELATED OFFENSES,26
497,10, OTHER STATE LAWS NON PENAL LA,26
897,18, OTHER STATE LAWS NON PENAL LA,26
124,3, GAMBLING,26
828,17, GAMBLING,26
815,17," ""BURGLARS TOOLS""",26
73,2, GAMBLING,25
1047,21, OTHER STATE LAWS NON PENAL LA,25
1097,22, OTHER STATE LAWS NON PENAL LA,25
1462,30," ""BURGLARS TOOLS""",25
346,7, OTHER STATE LAWS NON PENAL LA,25
475,10, GAMBLING,25
1297,26, OTHER STATE LAWS NON PENAL LA,25
382,8, KIDNAPPING & RELATED OFFENSES,25
41,1, OTHER STATE LAWS NON PENAL LA,25
260,6," ""BURGLARS TOOLS""",25
412,9," ""BURGLARS TOOLS""",25
728,15, GAMBLING,25
29,1, KIDNAPPING & RELATED OFFENSES,24
1084,22, KIDNAPPING & RELATED OFFENSES,24
714,15," ""BURGLARS TOOLS""",24
678,14, GAMBLING,24
546,11, OTHER STATE LAWS NON PENAL LA,24
749,15, OTHER STATE LAWS NON PENAL LA,24
998,20, OTHER STATE LAWS NON PENAL LA,24
636,13, KIDNAPPING & RELATED OFFENSES,24
848,17, OTHER STATE LAWS NON PENAL LA,24
446,9, OTHER STATE LAWS NON PENAL LA,24
80,2, KIDNAPPING & RELATED OFFENSES,24
209,5," ""BURGLARS TOOLS""",24
1533,31, NYS LAWS-UNCLASSIFIED FELONY,23
764,16," ""BURGLARS TOOLS""",23
1286,26, KIDNAPPING & RELATED OFFENSES,23
1249,25, OTHER STATE LAWS NON PENAL LA,23
244,5, OTHER STATE LAWS NON PENAL LA,23
1179,24, GAMBLING,23
845,17, OFFENSES RELATED TO CHILDREN,23
648,13, OTHER STATE LAWS NON PENAL LA,23
863,18," ""BURGLARS TOOLS""",23
586,12, KIDNAPPING & RELATED OFFENSES,23
1217,25," ""BURGLARS TOOLS""",22
295,6, OTHER STATE LAWS NON PENAL LA,21
174,4, GAMBLING,21
1129,23, GAMBLING,21
894,18, OFFENSES RELATED TO CHILDREN,21
934,19, KIDNAPPING & RELATED OFFENSES,21
1494,30, OTHER STATE LAWS NON PENAL LA,21
1166,24," ""BURGLARS TOOLS""",20
192,4, OTHER STATE LAWS NON PENAL LA,20
1077,22, GAMBLING,20
1378,28, GAMBLING,20
143,3, OTHER STATE LAWS NON PENAL LA,20
878,18, GAMBLING,20
1347,27, OTHER STATE LAWS NON PENAL LA,19
1229,25, GAMBLING,19
623,13, DISORDERLY CONDUCT,18
20,1, GAMBLING,18
1224,25, DISORDERLY CONDUCT,18
6,1," ""BURGLARS TOOLS""",18
779,16, GAMBLING,18
274,6, GAMBLING,18
395,8, OTHER STATE LAWS NON PENAL LA,18
1153,23, PROSTITUTION & RELATED OFFENSES,18
1326,27, GAMBLING,17
1509,31," ""BURGLARS TOOLS""",17
914,19," ""BURGLARS TOOLS""",17
578,12, GAMBLING,17
596,12, OFFENSES RELATED TO CHILDREN,17
1530,31, KIDNAPPING & RELATED OFFENSES,17
771,16, DISORDERLY CONDUCT,17
1114,23," ""BURGLARS TOOLS""",17
1099,22, PETIT LARCENY OF MOTOR VEHICLE,16
38,1, OFFENSES RELATED TO CHILDREN,16
1350,27, PETIT LARCENY OF MOTOR VEHICLE,16
751,15, PETIT LARCENY OF MOTOR VEHICLE,16
1427,29, GAMBLING,15
137,3, OFFENSES AGAINST PUBLIC SAFETY,15
616,13," ""BURGLARS TOOLS""",15
1278,26, GAMBLING,15
601,12, PETIT LARCENY OF MOTOR VEHICLE,15
949,19, PETIT LARCENY OF MOTOR VEHICLE,15
86,2, OFFENSES AGAINST PUBLIC SAFETY,15
1197,24, OFFENSES RELATED TO CHILDREN,14
1251,25, PETIT LARCENY OF MOTOR VEHICLE,14
247,5, PETIT LARCENY OF MOTOR VEHICLE,14
1476,30, GAMBLING,14
977,20, GAMBLING,14
65,2, DISORDERLY CONDUCT,14
426,9, GAMBLING,13
947,19, OTHER STATE LAWS NON PENAL LA,13
1028,21, GAMBLING,13
1272,26, DISORDERLY CONDUCT,13
195,4, PETIT LARCENY OF MOTOR VEHICLE,13
1443,29, OFFENSES RELATED TO CHILDREN,13
116,3, DISORDERLY CONDUCT,13
1344,27, OFFENSES RELATED TO CHILDREN,13
43,1, PETIT LARCENY OF MOTOR VEHICLE,13
1253,25, PROSTITUTION & RELATED OFFENSES,13
13,1, DISORDERLY CONDUCT,13
1523,31, GAMBLING,13
368,8, DISORDERLY CONDUCT,13
899,18, PETIT LARCENY OF MOTOR VEHICLE,12
700,14, PETIT LARCENY OF MOTOR VEHICLE,12
822,17, DISORDERLY CONDUCT,12
850,17, PETIT LARCENY OF MOTOR VEHICLE,12
802,16, PROSTITUTION & RELATED OFFENSES,12
528,11, GAMBLING,12
448,9, PETIT LARCENY OF MOTOR VEHICLE,12
650,13, PETIT LARCENY OF MOTOR VEHICLE,12
1295,26, OFFENSES RELATED TO CHILDREN,12
419,9, DISORDERLY CONDUCT,12
1500,30, THEFT OF SERVICES,12
318,7, DISORDERLY CONDUCT,12
35,1, OFFENSES AGAINST PUBLIC SAFETY,12
190,4, OFFENSES RELATED TO CHILDREN,11
501,10, PROSTITUTION & RELATED OFFENSES,11
1421,29, DISORDERLY CONDUCT,11
145,3, PETIT LARCENY OF MOTOR VEHICLE,11
543,11, OFFENSES RELATED TO CHILDREN,11
297,6, PETIT LARCENY OF MOTOR VEHICLE,10
1051,21, PROSTITUTION & RELATED OFFENSES,10
800,16, PETIT LARCENY OF MOTOR VEHICLE,10
325,7, FRAUDULENT ACCOSTING,10
1101,22, PROSTITUTION & RELATED OFFENSES,10
503,10, THEFT OF SERVICES,10
326,7, GAMBLING,10
1070,22, DISORDERLY CONDUCT,10
870,18, DISORDERLY CONDUCT,10
1103,22, THEFT OF SERVICES,10
392,8, OFFENSES RELATED TO CHILDREN,10
970,20, DISORDERLY CONDUCT,10
549,11, PETIT LARCENY OF MOTOR VEHICLE,10
1173,24, DISORDERLY CONDUCT,10
1541,31, OTHER STATE LAWS NON PENAL LA,10
1204,24, PROSTITUTION & RELATED OFFENSES,10
397,8, PETIT LARCENY OF MOTOR VEHICLE,10
238,5, OFFENSES AGAINST PUBLIC SAFETY,10
425,9, FRAUDULENT ACCOSTING,10
903,18, THEFT OF SERVICES,10
1044,21, OFFENSES RELATED TO CHILDREN,9
156,4, ALCOHOLIC BEVERAGE CONTROL LAW,9
1300,26, PETIT LARCENY OF MOTOR VEHICLE,9
307,7, ALCOHOLIC BEVERAGE CONTROL LAW,9
1352,27, PROSTITUTION & RELATED OFFENSES,9
671,14, DISORDERLY CONDUCT,9
123,3, FRAUDULENT ACCOSTING,9
1371,28, DISORDERLY CONDUCT,9
1411,29, ALCOHOLIC BEVERAGE CONTROL LAW,9
1049,21, PETIT LARCENY OF MOTOR VEHICLE,9
96,2, PROSTITUTION & RELATED OFFENSES,9
1121,23, DISORDERLY CONDUCT,9
216,5, DISORDERLY CONDUCT,9
804,16, THEFT OF SERVICES,9
1202,24, PETIT LARCENY OF MOTOR VEHICLE,9
652,13, PROSTITUTION & RELATED OFFENSES,8
727,15, FRAUDULENT ACCOSTING,8
559,12, ALCOHOLIC BEVERAGE CONTROL LAW,8
570,12, DISORDERLY CONDUCT,8
2,1, ALCOHOLIC BEVERAGE CONTROL LAW,8
1496,30, PETIT LARCENY OF MOTOR VEHICLE,8
1146,23, OFFENSES RELATED TO CHILDREN,8
1448,29, PETIT LARCENY OF MOTOR VEHICLE,8
1065,22, CHILD ABANDONMENT/NON SUPPORT,8
67,2, ENDAN WELFARE INCOMP,8
494,10, OFFENSES RELATED TO CHILDREN,8
1304,26, THEFT OF SERVICES,8
1302,26, PROSTITUTION & RELATED OFFENSES,8
986,20, LOITERING/GAMBLING CARDS DIC,8
401,8, THEFT OF SERVICES,8
1002,20, PROSTITUTION & RELATED OFFENSES,8
105,3, ALCOHOLIC BEVERAGE CONTROL LAW,8
854,17, THEFT OF SERVICES,8
1395,28, OFFENSES RELATED TO CHILDREN,8
520,11, DISORDERLY CONDUCT,8
836,17, LOITERING/GAMBLING CARDS DIC,8
827,17, FRAUDULENT ACCOSTING,8
1401,28, PETIT LARCENY OF MOTOR VEHICLE,8
499,10, PETIT LARCENY OF MOTOR VEHICLE,8
149,3, THEFT OF SERVICES,7
645,13, OFFENSES RELATED TO CHILDREN,7
1469,30, DISORDERLY CONDUCT,7
335,7, LOITERING/GAMBLING CARDS DIC,7
1261,26, ALCOHOLIC BEVERAGE CONTROL LAW,7
704,14, THEFT OF SERVICES,7
1010,21, ALCOHOLIC BEVERAGE CONTROL LAW,7
352,7, THEFT OF SERVICES,7
221,5, FRAUDULENT ACCOSTING,7
1000,20, PETIT LARCENY OF MOTOR VEHICLE,7
716,15, CHILD ABANDONMENT/NON SUPPORT,7
491,10, OFFENSES AGAINST PUBLIC SAFETY,7
603,12, PROSTITUTION & RELATED OFFENSES,7
1060,22, ALCOHOLIC BEVERAGE CONTROL LAW,7
89,2, OFFENSES RELATED TO CHILDREN,7
1319,27, DISORDERLY CONDUCT,7
1325,27, FRAUDULENT ACCOSTING,7
206,5, ALCOHOLIC BEVERAGE CONTROL LAW,7
94,2, PETIT LARCENY OF MOTOR VEHICLE,7
660,14, ALCOHOLIC BEVERAGE CONTROL LAW,6
173,4, FRAUDULENT ACCOSTING,6
241,5, OFFENSES RELATED TO CHILDREN,6
350,7, PROSTITUTION & RELATED OFFENSES,6
267,6, DISORDERLY CONDUCT,6
273,6, FRAUDULENT ACCOSTING,6
166,4, DISORDERLY CONDUCT,6
1309,27, ALCOHOLIC BEVERAGE CONTROL LAW,6
953,19, THEFT OF SERVICES,6
755,15, THEFT OF SERVICES,6
753,15, PROSTITUTION & RELATED OFFENSES,6
199,4, THEFT OF SERVICES,6
1020,21, DISORDERLY CONDUCT,6
1110,23, ALCOHOLIC BEVERAGE CONTROL LAW,6
817,17, CHILD ABANDONMENT/NON SUPPORT,6
551,11, PROSTITUTION & RELATED OFFENSES,6
697,14, OTHER STATE LAWS,6
1405,28, THEFT OF SERVICES,6
710,15, ALCOHOLIC BEVERAGE CONTROL LAW,6
1488,30, OFFENSES AGAINST PUBLIC SAFETY,6
746,15, OFFENSES RELATED TO CHILDREN,6
283,6, LOITERING/GAMBLING CARDS DIC,6
289,6, OFFENSES AGAINST PUBLIC SAFETY,6
1053,21, THEFT OF SERVICES,6
797,16, OTHER STATE LAWS,6
1213,25, ALCOHOLIC BEVERAGE CONTROL LAW,6
1491,30, OFFENSES RELATED TO CHILDREN,6
1246,25, OFFENSES RELATED TO CHILDREN,6
1228,25, FRAUDULENT ACCOSTING,5
1545,31, PROSTITUTION & RELATED OFFENSES,5
1445,29, OTHER STATE LAWS,5
47,1, THEFT OF SERVICES,5
243,5, OTHER STATE LAWS,5
1219,25, CHILD ABANDONMENT/NON SUPPORT,5
1178,24, FRAUDULENT ACCOSTING,5
140,3, OFFENSES RELATED TO CHILDREN,5
1543,31, PETIT LARCENY OF MOTOR VEHICLE,5
1392,28, OFFENSES AGAINST PUBLIC SAFETY,5
8,1, CHILD ABANDONMENT/NON SUPPORT,5
1336,27, LOITERING/GAMBLING CARDS DIC,5
132,3, LOITERING/GAMBLING CARDS DIC,5
197,4, PROSTITUTION & RELATED OFFENSES,5
1403,28, PROSTITUTION & RELATED OFFENSES,5
1354,27, THEFT OF SERVICES,5
1516,31, DISORDERLY CONDUCT,5
1360,28, ALCOHOLIC BEVERAGE CONTROL LAW,5
147,3, PROSTITUTION & RELATED OFFENSES,5
119,3, ESCAPE 3,5
111,3, CHILD ABANDONMENT/NON SUPPORT,5
1498,30, PROSTITUTION & RELATED OFFENSES,5
1377,28, FRAUDULENT ACCOSTING,5
1458,30, AGRICULTURE & MRKTS LAW-UNCLASSIFIED,5
1464,30, CHILD ABANDONMENT/NON SUPPORT,5
618,13, CHILD ABANDONMENT/NON SUPPORT,5
587,12, LOITERING/GAMBLING CARDS DIC,5
348,7, PETIT LARCENY OF MOTOR VEHICLE,5
1094,22, OFFENSES RELATED TO CHILDREN,5
458,10, ALCOHOLIC BEVERAGE CONTROL LAW,5
1076,22, FRAUDULENT ACCOSTING,5
936,19, LOITERING/GAMBLING CARDS DIC,5
450,9, PROSTITUTION & RELATED OFFENSES,5
443,9, OFFENSES RELATED TO CHILDREN,5
760,16, ALCOHOLIC BEVERAGE CONTROL LAW,5
692,14, OFFENSES AGAINST PUBLIC SAFETY,5
464,10, CHILD ABANDONMENT/NON SUPPORT,5
695,14, OFFENSES RELATED TO CHILDREN,5
976,20, FRAUDULENT ACCOSTING,5
921,19, DISORDERLY CONDUCT,5
408,9, ALCOHOLIC BEVERAGE CONTROL LAW,5
553,11, THEFT OF SERVICES,5
407,9, AGRICULTURE & MRKTS LAW-UNCLASSIFIED,5
737,15, LOITERING/GAMBLING CARDS DIC,5
773,16, ENDAN WELFARE INCOMP,5
399,8, PROSTITUTION & RELATED OFFENSES,5
257,6, ALCOHOLIC BEVERAGE CONTROL LAW,5
612,13, ALCOHOLIC BEVERAGE CONTROL LAW,5
1151,23, PETIT LARCENY OF MOTOR VEHICLE,5
743,15, OFFENSES AGAINST PUBLIC SAFETY,4
14,1, ENDAN WELFARE INCOMP,4
686,14, LOITERING/GAMBLING CARDS DIC,4
409,9, ANTICIPATORY OFFENSES,4
414,9, CHILD ABANDONMENT/NON SUPPORT,4
292,6, OFFENSES RELATED TO CHILDREN,4
1015,21, CHILD ABANDONMENT/NON SUPPORT,4
313,7, CHILD ABANDONMENT/NON SUPPORT,4
1091,22, OFFENSES AGAINST PUBLIC SAFETY,4
359,8, ALCOHOLIC BEVERAGE CONTROL LAW,4
1522,31, FRAUDULENT ACCOSTING,4
702,14, PROSTITUTION & RELATED OFFENSES,4
565,12, CHILD ABANDONMENT/NON SUPPORT,4
995,20, OFFENSES RELATED TO CHILDREN,4
515,11, CHILD ABANDONMENT/NON SUPPORT,4
901,18, PROSTITUTION & RELATED OFFENSES,4
527,11, FRAUDULENT ACCOSTING,4
1387,28, LOITERING/GAMBLING CARDS DIC,4
1004,20, THEFT OF SERVICES,4
1450,29, PROSTITUTION & RELATED OFFENSES,4
1238,25, LOITERING/GAMBLING CARDS DIC,4
778,16, FRAUDULENT ACCOSTING,4
483,10, JOSTLING,4
637,13, LOITERING/GAMBLING CARDS DIC,4
722,15, ENDAN WELFARE INCOMP,4
249,5, PROSTITUTION & RELATED OFFENSES,4
269,6, ESCAPE 3,4
1471,30, ESCAPE 3,4
1255,25, THEFT OF SERVICES,4
642,13, OFFENSES AGAINST PUBLIC SAFETY,4
