,DAY,OFNS_DESC,COUNT
341,7, VEHICLE AND TRAFFIC LAWS,449
1444,30, VEHICLE AND TRAFFIC LAWS,448
1012,21, VEHICLE AND TRAFFIC LAWS,441
1453,31, DANGEROUS WEAPONS,432
96,2, VEHICLE AND TRAFFIC LAWS,431
934,20, FORGERY,428
291,6, VEHICLE AND TRAFFIC LAWS,427
389,8, VEHICLE AND TRAFFIC LAWS,427
627,13, VEHICLE AND TRAFFIC LAWS,426
793,17, FORGERY,424
19,1, FRAUDS,423
917,19, VEHICLE AND TRAFFIC LAWS,422
963,20, THEFT-FRAUD,422
452,10, FORGERY,420
746,16, FORGERY,420
777,16, VEHICLE AND TRAFFIC LAWS,419
728,15, VEHICLE AND TRAFFIC LAWS,419
193,4, VEHICLE AND TRAFFIC LAWS,417
966,20, VEHICLE AND TRAFFIC LAWS,415
981,21, FORGERY,415
1202,25, VEHICLE AND TRAFFIC LAWS,415
822,17, VEHICLE AND TRAFFIC LAWS,412
1303,27, VEHICLE AND TRAFFIC LAWS,411
244,5, VEHICLE AND TRAFFIC LAWS,409
868,18, VEHICLE AND TRAFFIC LAWS,409
481,10, THEFT-FRAUD,408
839,18, FORGERY,407
1154,24, VEHICLE AND TRAFFIC LAWS,406
582,12, VEHICLE AND TRAFFIC LAWS,402
679,14, VEHICLE AND TRAFFIC LAWS,402
113,3, FORGERY,396
405,9, FORGERY,394
533,11, VEHICLE AND TRAFFIC LAWS,394
338,7, THEFT-FRAUD,392
484,10, VEHICLE AND TRAFFIC LAWS,391
262,6, FORGERY,390
144,3, VEHICLE AND TRAFFIC LAWS,388
435,9, VEHICLE AND TRAFFIC LAWS,386
1395,29, VEHICLE AND TRAFFIC LAWS,384
1250,26, VEHICLE AND TRAFFIC LAWS,384
358,8, FORGERY,381
647,14, FORGERY,378
1170,25, FORGERY,377
1027,22, FORGERY,377
884,19, FORGERY,373
67,2, FORGERY,371
142,3, THEFT-FRAUD,371
18,1, FORGERY,370
676,14, THEFT-FRAUD,370
697,15, FORGERY,370
1076,23, FORGERY,369
1268,27, FORGERY,368
1102,23, THEFT-FRAUD,368
241,5, THEFT-FRAUD,367
211,5, FORGERY,366
1220,26, FORGERY,366
866,18, THEFT-FRAUD,364
1317,28, FORGERY,363
597,13, FORGERY,362
530,11, THEFT-FRAUD,361
288,6, THEFT-FRAUD,360
579,12, THEFT-FRAUD,359
163,4, FORGERY,358
1363,29, FORGERY,358
499,11, FORGERY,358
308,7, FORGERY,358
1122,24, FORGERY,357
1346,28, THEFT-FRAUD,357
775,16, THEFT-FRAUD,354
1010,21, THEFT-FRAUD,351
1413,30, FORGERY,351
1058,22, THEFT-FRAUD,350
1393,29, THEFT-FRAUD,346
93,2, THEFT-FRAUD,345
106,3, CRIMINAL TRESPASS,344
1300,27, THEFT-FRAUD,344
433,9, THEFT-FRAUD,342
1200,25, THEFT-FRAUD,340
1452,31, DANGEROUS DRUGS,339
1151,24, THEFT-FRAUD,334
625,13, THEFT-FRAUD,330
1248,26, THEFT-FRAUD,328
10,1, CRIMINAL TRESPASS,327
386,8, THEFT-FRAUD,327
820,17, THEFT-FRAUD,322
191,4, THEFT-FRAUD,313
444,10, CRIMINAL TRESPASS,311
1164,25, CRIMINAL TRESPASS,308
591,13, CRIMINAL TRESPASS,307
1464,31, INTOXICATED & IMPAIRED DRIVING,303
493,11, CRIMINAL TRESPASS,301
915,19, THEFT-FRAUD,301
543,12, CRIMINAL TRESPASS,301
1441,30, THEFT-FRAUD,300
302,7, CRIMINAL TRESPASS,296
785,17, CRIMINAL TRESPASS,294
61,2, CRIMINAL TRESPASS,293
833,18, CRIMINAL TRESPASS,293
351,8, CRIMINAL TRESPASS,292
156,4, CRIMINAL TRESPASS,291
1070,23, CRIMINAL TRESPASS,290
1022,22, CRIMINAL TRESPASS,290
691,15, CRIMINAL TRESPASS,289
639,14, CRIMINAL TRESPASS,287
205,5, CRIMINAL TRESPASS,286
927,20, CRIMINAL TRESPASS,284
1470,31, OFFENSES AGAINST PUBLIC ADMINI,283
1261,27, CRIMINAL TRESPASS,279
398,9, CRIMINAL TRESPASS,276
1213,26, CRIMINAL TRESPASS,270
1116,24, CRIMINAL TRESPASS,269
256,6, CRIMINAL TRESPASS,267
1312,28, CRIMINAL TRESPASS,265
878,19, CRIMINAL TRESPASS,265
975,21, CRIMINAL TRESPASS,262
739,16, CRIMINAL TRESPASS,259
1407,30, CRIMINAL TRESPASS,254
1358,29, CRIMINAL TRESPASS,250
49,1, UNAUTHORIZED USE OF A VEHICLE,246
1485,31, VEHICLE AND TRAFFIC LAWS,245
698,15, FRAUDS,240
453,10, FRAUDS,223
935,20, FRAUDS,222
114,3, FRAUDS,215
672,14, POSSESSION OF STOLEN PROPERTY,214
1054,22, POSSESSION OF STOLEN PROPERTY,213
526,11, POSSESSION OF STOLEN PROPERTY,213
1483,31, THEFT-FRAUD,211
213,5, FRAUDS,210
237,5, POSSESSION OF STOLEN PROPERTY,209
68,2, FRAUDS,207
648,14, FRAUDS,207
747,16, FRAUDS,207
310,7, FRAUDS,202
1147,24, POSSESSION OF STOLEN PROPERTY,202
772,16, POSSESSION OF STOLEN PROPERTY,198
406,9, FRAUDS,198
263,6, FRAUDS,196
1318,28, FRAUDS,196
862,18, POSSESSION OF STOLEN PROPERTY,196
575,12, POSSESSION OF STOLEN PROPERTY,196
722,15, POSSESSION OF STOLEN PROPERTY,195
621,13, POSSESSION OF STOLEN PROPERTY,194
1296,27, POSSESSION OF STOLEN PROPERTY,193
1006,21, POSSESSION OF STOLEN PROPERTY,192
551,12, FRAUDS,190
429,9, POSSESSION OF STOLEN PROPERTY,190
816,17, POSSESSION OF STOLEN PROPERTY,190
1437,30, POSSESSION OF STOLEN PROPERTY,190
727,15, UNAUTHORIZED USE OF A VEHICLE,187
477,10, POSSESSION OF STOLEN PROPERTY,185
885,19, FRAUDS,185
1196,25, POSSESSION OF STOLEN PROPERTY,184
138,3, POSSESSION OF STOLEN PROPERTY,183
44,1, POSSESSION OF STOLEN PROPERTY,182
912,19, POSSESSION OF STOLEN PROPERTY,182
1221,26, FRAUDS,182
794,17, FRAUDS,181
382,8, POSSESSION OF STOLEN PROPERTY,181
1028,22, FRAUDS,180
187,4, POSSESSION OF STOLEN PROPERTY,180
1244,26, POSSESSION OF STOLEN PROPERTY,178
1342,28, POSSESSION OF STOLEN PROPERTY,178
285,6, POSSESSION OF STOLEN PROPERTY,176
334,7, POSSESSION OF STOLEN PROPERTY,176
959,20, POSSESSION OF STOLEN PROPERTY,176
1077,23, FRAUDS,174
500,11, FRAUDS,174
1457,31, FORGERY,174
