,MONTH,OFNS_DESC,COUNT
87,Aug,OFFENSES AGAINST MARRIAGE UNCL,1
285,Jul,LOITERING,1
327,Jun,FORTUNE TELLING,1
339,Jun,LOITERING,1
457,May,OTHER STATE LAWS NON PENAL LAW,1
497,Nov,KIDNAPPING,1
514,Nov,OTHER TRAFFIC INFRACTION,1
608,Sep,LOITERING/DEVIATE SEX,1
354,Jun,OTHER STATE LAWS NON PENAL LAW,2
499,Nov,LOITERING/DEVIATE SEX,2
