,MONTH,OFNS_DESC,COUNT
31,Apr,LOITERING,1
44,Apr,OTHER TRAFFIC INFRACTION,1
136,Dec,LOITERING,1
311,Jul,OTHER STATE LAWS NON PENAL LAW,1
351,Jun,KIDNAPPING,1
366,Jun,OTHER TRAFFIC INFRACTION,1
407,Mar,KIDNAPPING,1
422,Mar,OTHER STATE LAWS NON PENAL LAW,1
475,May,OTHER TRAFFIC INFRACTION,1
623,Sep,LOITERING,1
257,Jan,OTHER TRAFFIC INFRACTION,2
296,Jul,LOITERING,2
567,Oct,KIDNAPPING,2
