,OFNS_DESC,PARKS_NM,COUNT
1568,FELONY ASSAULT," ""MARC AND JASONS PLAYGROUND""",1
1569,FELONY ASSAULT, MARCUS GARVEY PARK,12
1570,FELONY ASSAULT, MARCY PLAYGROUND,1
1571,FELONY ASSAULT, MARIA HERNANDEZ PARK,10
1572,FELONY ASSAULT, MARTIN LUTHER KING JR. PLAYGROUND,1
1573,FELONY ASSAULT, MARTIN LUTHER PLAYGROUND,1
1574,FELONY ASSAULT, MATTHEWS MULINER PLAYGROUND,1
1575,FELONY ASSAULT, MCCARREN PARK,3
1576,FELONY ASSAULT, MCDONALD PLAYGROUND BROOKLYN,1
1577,FELONY ASSAULT, MCKINLEY PARK,1
1578,FELONY ASSAULT, MCLAUGHLIN PARK,1
1579,FELONY ASSAULT, MIDDLETON PLAYGROUND,1
1580,FELONY ASSAULT, MILL POND PARK,1
1581,FELONY ASSAULT," ""MODEL T SENIOR CITIZENS GARDEN""",1
1582,FELONY ASSAULT, MONSIGNOR KETT PLAYGROUND,1
1583,FELONY ASSAULT, MOORE HOMESTEAD PLAYGROUND,6
1584,FELONY ASSAULT, MOORE PLAYGROUND,1
1585,FELONY ASSAULT, MORNINGSIDE PARK,2
1586,FELONY ASSAULT, MOSHOLU PARKWAY,1
1587,FELONY ASSAULT, MOTHER CABRINI PARK,1
1588,FELONY ASSAULT, MOUNT HOPE PLAYGROUND,1
1589,FELONY ASSAULT, MOUNT PROSPECT PARK,2
1590,FELONY ASSAULT, MULLALY PARK,11
1591,FELONY ASSAULT," ""MURPHYS BROTHERS PLAYGROUND""",1
1592,FELONY ASSAULT, NATHAN STRAUS PLAYGROUND,1
1593,FELONY ASSAULT, NELSON PLAYGROUND,2
1594,FELONY ASSAULT, NICHOLAS NAQUAN HEYWARD JR. PARK,4
1595,FELONY ASSAULT, NOBLE PLAYGROUND,1
1596,FELONY ASSAULT, NORTHERLEIGH PARK,1
1597,FELONY ASSAULT, NORTHERN PLAYGROUND,1
1598,FELONY ASSAULT, NOSTRAND PLAYGROUND,2
1599,FELONY ASSAULT," ""OWLS HEAD PARK""",1
1600,FELONY ASSAULT, P.O. SERRANO PLAYGROUND,1
1601,FELONY ASSAULT, P.S. 155 PLAYGROUND,1
1602,FELONY ASSAULT, PAERDEGAT PARK,2
1603,FELONY ASSAULT, PARADE GROUND,4
1604,FELONY ASSAULT, PARK OF THE AMERICAS,3
1605,FELONY ASSAULT, PELHAM BAY PARK,3
1606,FELONY ASSAULT," ""PEOPLES PARK""",2
1607,FELONY ASSAULT," PHIL ""SCOOTER"" RIZZUTO PARK",2
1608,FELONY ASSAULT, PLAYGROUND NINETY,1
1609,FELONY ASSAULT, POE PARK,2
1610,FELONY ASSAULT, POLICE OFFICER NICHOLAS DEMUTIIS PARK,1
1611,FELONY ASSAULT, PONTIAC PLAYGROUND,1
1612,FELONY ASSAULT, PROSPECT PARK,10
1613,FELONY ASSAULT, PUGSLEY CREEK PARK,1
1614,FELONY ASSAULT, QUARRY BALLFIELDS,1
1615,FELONY ASSAULT, QUEENSBRIDGE PARK,2
1616,FELONY ASSAULT, RAINEY PARK BRONX,9
1617,FELONY ASSAULT," ""RANDALLS ISLAND PARK""",2
1618,FELONY ASSAULT, RAYMOND BUSH PLAYGROUND,1
1619,FELONY ASSAULT, RED HOOK RECREATION AREA,2
1620,FELONY ASSAULT, RICHMAN ECHO PARK,3
1621,FELONY ASSAULT, RIENZI PLAYGROUND,1
1622,FELONY ASSAULT, RIVER AVENUE PARKS,2
1623,FELONY ASSAULT, RIVERSIDE PARK,5
1624,FELONY ASSAULT, ROBERT E. VENABLE PARK,1
1625,FELONY ASSAULT, ROCHDALE PARK,2
1626,FELONY ASSAULT, ROCKAWAY BEACH AND BOARDWALK,8
1627,FELONY ASSAULT, ROY WILKINS RECREATION CENTER,1
1628,FELONY ASSAULT, RUFUS KING PARK,5
1629,FELONY ASSAULT, SAMUEL SEABURY PLAYGROUND,1
1630,FELONY ASSAULT, SARA D. ROOSEVELT PARK,8
1631,FELONY ASSAULT, SETH LOW PLAYGROUND/ BEALIN SQUARE,1
1632,FELONY ASSAULT, SETON FALLS PARK,2
1633,FELONY ASSAULT, SHERRY DOG RUN,1
1634,FELONY ASSAULT, SIREN SLOPE,1
1635,FELONY ASSAULT, SOUNDVIEW PARK,2
1636,FELONY ASSAULT, SPACE TIME PLAYGROUND,2
1637,FELONY ASSAULT, SPRINGFIELD PARK,1
1638,FELONY ASSAULT," ""ST. ANDREWS PLAYGROUND""",1
1639,FELONY ASSAULT, ST. JAMES PARK,14
1640,FELONY ASSAULT," ""ST. MARYS PARK BRONX""",7
1641,FELONY ASSAULT," ""ST. MICHAELS PARK""",1
1642,FELONY ASSAULT, ST. NICHOLAS PARK,7
1643,FELONY ASSAULT, SUMNER PLAYGROUND,1
1644,FELONY ASSAULT, SUNSET PARK,7
1645,FELONY ASSAULT, TAPPEN PARK,1
1646,FELONY ASSAULT, TAYLOR PLAYGROUND,1
1647,FELONY ASSAULT, THOMAS JEFFERSON PARK,6
1648,FELONY ASSAULT, TIFFANY PLAYGROUND,1
1649,FELONY ASSAULT, TOMPKINS SQUARE PARK,6
1650,FELONY ASSAULT, TRAVERS PARK,2
1651,FELONY ASSAULT, UNION SQUARE PARK,13
1652,FELONY ASSAULT, UNNAMED PARK ON E 120TH STREET,1
1653,FELONY ASSAULT, UNNAMED PARK ON E 170TH STREET,1
1654,FELONY ASSAULT, UNNAMED PARK ON NELSON AVENUE,1
1655,FELONY ASSAULT, VAN CORTLANDT PARK,9
1656,FELONY ASSAULT, VIRGINIA PARK,1
1657,FELONY ASSAULT, VON BRIESEN PARK,1
1658,FELONY ASSAULT, WASHINGTON HALL PARK,1
1659,FELONY ASSAULT, WASHINGTON SQUARE PARK,1
1660,FELONY ASSAULT," ""WASHINGTONS WALK""",1
1661,FELONY ASSAULT, WATSON GLEASON PLAYGROUND,1
1662,FELONY ASSAULT, WHITE PLAYGROUND MANHATTAN,2
1663,FELONY ASSAULT, WILLIAMSBRIDGE OVAL,8
1664,FELONY ASSAULT, WILLIS PLAYGROUND,3
1665,FELONY ASSAULT, WINFIELD PLAZA,1
1666,FELONY ASSAULT, WNYC TRANSMITTER PARK,1
1667,FELONY ASSAULT, WOOD PARK,2
1668,FELONY ASSAULT, WOODS PLAYGROUND,1
1669,FELONY ASSAULT, ZION TRIANGLE,1
1670,FORGERY, BROOKLYN BRIDGE PARK,1
1671,FORGERY, BROWER PARK,2
1672,FORGERY, BRYANT PARK,1
1673,FORGERY, CANARSIE PARK,1
1674,FORGERY, CENTRAL PARK,5
1675,FORGERY, CLAREMONT PARK,1
1676,FORGERY, CONEY ISLAND BEACH & BOARDWALK,2
1677,FORGERY, COOPER PARK,1
1678,FORGERY, CRISPUS ATTUCKS PLAYGROUND,1
1679,FORGERY, FLUSHING MEADOWS CORONA PARK,4
1680,FORGERY," ""FRANK D. OCONNOR PLAYGROUND""",1
1681,FORGERY, FREDERICK DOUGLASS PLAYGROUND,1
1682,FORGERY, HARVARD PLAYGROUND,1
1683,FORGERY, IDLEWILD PARK,1
1684,FORGERY, LINCOLN TERRACE / ARTHUR S. SOMERS PARK,2
1685,FORGERY, LIVONIA PARK,1
1686,FORGERY, MACDONALD PARK,1
1687,FORGERY, MAPLE PLAYGROUND,1
1688,FORGERY," ""MARC AND JASONS PLAYGROUND""",1
1689,FORGERY, NEWTOWN PLAYGROUND,1
1690,FORGERY, PARKSIDE PLAYGROUND BROOKLYN,1
1691,FORGERY, PLAYGROUND ONE FORTY,1
1692,FORGERY, RAYMOND BUSH PLAYGROUND,1
1693,FORGERY, RIVERSIDE PARK,2
1694,FORGERY, ROCKAWAY BEACH AND BOARDWALK,1
1695,FORGERY, SARA D. ROOSEVELT PARK,1
1696,FORGERY, ST. NICHOLAS PARK,1
1697,FORGERY, THOMAS JEFFERSON PARK,1
1698,FRAUDS, ALMEDA PLAYGROUND,1
1699,FRAUDS, ASTORIA PARK,1
1700,FRAUDS, BATHGATE PLAYGROUND,1
1701,FRAUDS, BATTERY PARK,1
1702,FRAUDS, BELMONT PLAYGROUND BROOKLYN,1
1703,FRAUDS, CALLAHAN-KELLY PLAYGROUND,2
1704,FRAUDS, CAPTAIN RIVERA PLAYGROUND,1
1705,FRAUDS, CENTRAL PARK,1
1706,FRAUDS, CITY LINE PARK,1
1707,FRAUDS, CLAREMONT PARK,6
1708,FRAUDS, CLARK PLAYGROUND,1
1709,FRAUDS, COL. YOUNG PLAYGROUND,1
1710,FRAUDS, COMMODORE BARRY PARK,2
1711,FRAUDS, CONCRETE PLANT PARK,2
1712,FRAUDS, CONEY ISLAND BEACH & BOARDWALK,2
1713,FRAUDS, COOPER PARK,1
1714,FRAUDS, CROTONA PARK,1
1715,FRAUDS, DUTCH KILLS PLAYGROUND,1
1716,FRAUDS, EAST RIVER PLAYGROUND,1
1717,FRAUDS, EDENWALD PLAYGROUND,1
1718,FRAUDS, EVERGREEN PARK,1
1719,FRAUDS, FISH PLAYGROUND,2
1720,FRAUDS, FLUSHING MEADOWS CORONA PARK,2
1721,FRAUDS, FOREST PARK,2
1722,FRAUDS, FRANZ SIGEL PARK,1
1723,FRAUDS, GRACE PLAYGROUND,2
1724,FRAUDS, GRANT PARK,1
1725,FRAUDS, GUN HILL PLAYGROUND,1
1726,FRAUDS, HALF-NELSON PLAYGROUND,1
1727,FRAUDS, HAPPY WARRIOR PLAYGROUND,1
1728,FRAUDS, HARLEM RIVER PARK,2
1729,FRAUDS, HIGHBRIDGE PARK MANHATTAN SIDE,1
1730,FRAUDS, HIGHLAND PARK,1
1731,FRAUDS, HOUSTON PLAYGROUND,1
1732,FRAUDS, HOWARD VON DOHLEN PLAYGROUND,1
1733,FRAUDS, HUNTS POINT PLAYGROUND,2
1734,FRAUDS, INWOOD PARK,1
1735,FRAUDS, J.J. BYRNE PLAYGROUND,1
1736,FRAUDS, LEWIS PLAYGROUND,1
1737,FRAUDS, LONDON PLANETREE PLAYGROUND,1
1738,FRAUDS, LOZADA PLAYGROUND,1
1739,FRAUDS, LT. JOSEPH PETROSINO PARK,1
1740,FRAUDS, MARCUS GARVEY PARK,1
1741,FRAUDS, MARCY PARK SOUTH,1
1742,FRAUDS, MARCY PLAYGROUND,1
1743,FRAUDS, MARLBORO PLAYGROUND,1
1744,FRAUDS, MARTIN LUTHER KING JR. PLAYGROUND,1
1745,FRAUDS, MAURICE A FITZGERALD PLAYGROUND,1
1746,FRAUDS, MOTT PLAYGROUND,2
1747,FRAUDS, MULLALY PARK,2
1748,FRAUDS, ORACLE PLAYGROUND,1
1749,FRAUDS, PARADE GROUND,1
1750,FRAUDS, PARK OF THE AMERICAS,1
1751,FRAUDS, PARKSIDE PLAYGROUND BRONX,1
1752,FRAUDS, PATTERSON PLAYGROUND,2
1753,FRAUDS," ""PEOPLES PARK""",2
1754,FRAUDS," PHIL ""SCOOTER"" RIZZUTO PARK",2
1755,FRAUDS, PLAYGROUND NINETY,1
1756,FRAUDS, POLICE OFFICER NICHOLAS DEMUTIIS PARK,1
1757,FRAUDS, PROSPECT PARK,1
1758,FRAUDS, PULASKI PARK,2
1759,FRAUDS, QUARRY BALLFIELDS,1
1760,FRAUDS, RAILROAD PARK BRONX,1
1761,FRAUDS, RAINEY PARK BRONX,1
1762,FRAUDS, RANAQUA PARK,1
1763,FRAUDS, RICHMAN ECHO PARK,1
1764,FRAUDS, ROCKAWAY BEACH AND BOARDWALK,1
1765,FRAUDS, RUFUS KING PARK,5
1766,FRAUDS, SARA D. ROOSEVELT PARK,1
1767,FRAUDS, SARATOGA SQUARE URBAN RENEWAL AREA SITE 164,1
1768,FRAUDS, SAW MILL PLAYGROUND,1
1769,FRAUDS, SCARANGELLA PARK,1
1770,FRAUDS, SCHENCK PLAYGROUND,1
1771,FRAUDS, SIMEONE PARK,1
1772,FRAUDS, SOUTH PACIFIC PLAYGROUND,1
1773,FRAUDS, SPACE TIME PLAYGROUND,1
1774,FRAUDS, SPERANDEO BROTHERS PLAYGROUND,1
1775,FRAUDS, ST. JAMES PARK,1
1776,FRAUDS," ""ST. MARYS PARK BRONX""",30
1777,FRAUDS, SUMNER PLAYGROUND,1
1778,FRAUDS, SURF PLAYGROUND,1
1779,FRAUDS, TOMPKINSVILLE PARK,1
1780,FRAUDS, TREMONT PARK,2
1781,FRAUDS, UNNAMED PARK ON E 170TH STREET,1
1782,FRAUDS, UNNAMED PARK ON RIVERSIDE DRIVE,1
1783,FRAUDS, VETERANS PARK STATEN ISLAND,1
1784,FRAUDS, VIDALIA PARK,1
1785,FRAUDS, WILLIS PLAYGROUND,5
1786,FRAUDULENT ACCOSTING, BATTERY PARK,10
1787,FRAUDULENT ACCOSTING, BROOKLYN BRIDGE PARK,1
1788,FRAUDULENT ACCOSTING, BRYANT PARK,1
1789,FRAUDULENT ACCOSTING, FLUSHING MEADOWS CORONA PARK,1
1790,FRAUDULENT ACCOSTING, MATTHEWS - PALMER PLAYGROUND,1
1791,FRAUDULENT ACCOSTING, UNION SQUARE PARK,1
1792,GAMBLING, BEHAGEN PLAYGROUND,1
1793,GAMBLING, BILL BOJANGLES ROBINSON PLAYGROUND,2
1794,GAMBLING, CASERTA PLAYGROUND,1
1795,GAMBLING, CLAREMONT PARK,1
1796,GAMBLING, COLUMBUS PARK AT MANHATTAN,1
1797,GAMBLING, FRANZ SIGEL PARK,1
1798,GAMBLING, FRED SAMUEL PLAYGROUND,1
1799,GAMBLING, GOBLE PLAYGROUND,1
1800,GAMBLING, GRANT PARK,1
1801,GAMBLING, HALF-NELSON PLAYGROUND,1
1802,GAMBLING, HOLCOMBE RUCKER PARK,1
1803,GAMBLING, JACOB H. SCHIFF PLAYGROUND,3
1804,GAMBLING, MOORE HOMESTEAD PLAYGROUND,2
1805,GAMBLING, P.O. REINALDO SALGADO PLAYGROUND,1
1806,GAMBLING, SPACE TIME PLAYGROUND,2
1807,GAMBLING, TREMONT PARK,2
1808,GAMBLING, WILLIAMSBRIDGE OVAL,1
1809,GAMBLING, ZIMMERMAN PLAYGROUND,2
1810,GRAND LARCENY, 100% PLAYGROUND,1
1811,GRAND LARCENY, ABE STARK SKATING RINK,1
1812,GRAND LARCENY, ADAM CLAYTON POWELL JR. MALLS,1
1813,GRAND LARCENY, ADAM YAUCH PARK,1
1814,GRAND LARCENY, ALFRED E. SMITH PLAYGROUND,1
1815,GRAND LARCENY, ALLEN MALL ONE,3
1816,GRAND LARCENY, ALLERTON PLAYGROUND,1
1817,GRAND LARCENY, ALLEY POND PARK,9
1818,GRAND LARCENY, AMERICAN PLAYGROUND,1
1819,GRAND LARCENY, AMERSFORT PARK,1
1820,GRAND LARCENY, ANNADALE PLAYGROUND,1
1821,GRAND LARCENY, AQUEDUCT WALK,1
1822,GRAND LARCENY, ARCILLA PLAYGROUND,1
1823,GRAND LARCENY, ASPHALT GREEN,4
1824,GRAND LARCENY, ASSER LEVY PARK,3
1825,GRAND LARCENY, ASSER LEVY PLAYGROUND,4
1826,GRAND LARCENY, ASTORIA PARK,5
1827,GRAND LARCENY, AUGUSTUS ST. GAUDENS PLAYGROUND,1
1828,GRAND LARCENY, BAISLEY POND PARK,4
1829,GRAND LARCENY, BARTEL-PRITCHARD SQUARE,1
1830,GRAND LARCENY, BATH BEACH PARK,1
1831,GRAND LARCENY, BATTERY PARK,9
1832,GRAND LARCENY, BATTERY PARK CITY,2
1833,GRAND LARCENY, BEACH 9 PLAYGROUND,1
1834,GRAND LARCENY, BELLEVUE SOUTH PARK,1
1835,GRAND LARCENY, BELMONT PLAYGROUND BRONX,1
1836,GRAND LARCENY, BELT PARKWAY/SHORE PARKWAY,3
1837,GRAND LARCENY, BENNINGER PLAYGROUND,1
1838,GRAND LARCENY, BENSON PLAYGROUND,1
1839,GRAND LARCENY, BENSONHURST PARK,2
1840,GRAND LARCENY, BILL BROWN PLAYGROUND,1
1841,GRAND LARCENY, BLAND PLAYGROUND,3
1842,GRAND LARCENY, BLEECKER PLAYGROUND,1
1843,GRAND LARCENY, BLOOMINGDALE PLAYGROUND,1
1844,GRAND LARCENY, BOERUM PARK,1
1845,GRAND LARCENY, BOWNE PARK,5
1846,GRAND LARCENY, BOWNE PLAYGROUND,2
1847,GRAND LARCENY, BRIDGE PARK BROOKLYN,7
1848,GRAND LARCENY, BROADWAY MALLS,1
1849,GRAND LARCENY, BRONX PARK,8
1850,GRAND LARCENY, BROOKLYN BOTANIC GARDEN,1
1851,GRAND LARCENY, BROOKLYN BRIDGE PARK,35
1852,GRAND LARCENY, BROOKLYN MUSEUM,2
1853,GRAND LARCENY, BROWER PARK,3
1854,GRAND LARCENY, BROWNSVILLE PLAYGROUND,1
1855,GRAND LARCENY, BRYAN PARK,1
1856,GRAND LARCENY, BRYANT PARK,45
1857,GRAND LARCENY, BUSHWICK INLET PARK,3
1858,GRAND LARCENY, BUSHWICK PLAYGROUND ON FLUSHING AVENUE,1
1859,GRAND LARCENY, BUSHWICK PLAYGROUND ON KNICKERBOCKER AVENUE,1
1860,GRAND LARCENY, CADMAN PLAZA PARK,1
1861,GRAND LARCENY, CALVERT VAUX PARK,7
1862,GRAND LARCENY, CANARSIE PARK,1
1863,GRAND LARCENY, CARL SCHURZ PARK,1
1864,GRAND LARCENY, CARMANSVILLE PLAYGROUND,1
1865,GRAND LARCENY, CARROLL PARK,1
1866,GRAND LARCENY, CATHERINE SLIP MALLS,1
1867,GRAND LARCENY, CENTRAL PARK,109
1868,GRAND LARCENY, CHELSEA PARK,10
1869,GRAND LARCENY, CHELSEA RECREATION CENTER,6
1870,GRAND LARCENY, CHERRY TREE PARK,2
1871,GRAND LARCENY, CHESTER PLAYGROUND,2
1872,GRAND LARCENY, CHRISTOPHER PARK,1
1873,GRAND LARCENY, CITY HALL PARK,2
1874,GRAND LARCENY, CITY LINE PARK,1
1875,GRAND LARCENY, CLAREMONT PARK,7
1876,GRAND LARCENY, CLOVE LAKES PARK,1
1877,GRAND LARCENY, COL. YOUNG PLAYGROUND,1
1878,GRAND LARCENY, COLEMAN PLAYGROUND,6
1879,GRAND LARCENY, COLONEL CHARLES YOUNG TRIANGLE,1
1880,GRAND LARCENY, COLONEL DAVID MARCUS PLAYGROUND,1
1881,GRAND LARCENY, COLUMBUS PARK AT MANHATTAN,2
1882,GRAND LARCENY, COMMODORE BARRY PARK,3
1883,GRAND LARCENY, CONEY ISLAND BEACH & BOARDWALK,90
1884,GRAND LARCENY, COOPER PARK,2
1885,GRAND LARCENY, CORLEARS HOOK PARK,1
1886,GRAND LARCENY, CORPORAL JOHN A. SERAVALLI PLAYGROUND,2
1887,GRAND LARCENY, CPL. THOMPSON PARK,2
1888,GRAND LARCENY, CROCHERON PARK,3
1889,GRAND LARCENY, CROTONA PARK,14
1890,GRAND LARCENY, CUNNINGHAM PARK,3
1891,GRAND LARCENY, DAG HAMMARSKJOLD PLAZA,1
1892,GRAND LARCENY, DAWSON PLAYGROUND,1
1893,GRAND LARCENY, DEAN PLAYGROUND,4
1894,GRAND LARCENY, DECATUR PLAYGROUND,1
1895,GRAND LARCENY, DETECTIVE KEITH L WILLIAMS PARK,2
1896,GRAND LARCENY, DEVOE PARK,2
1897,GRAND LARCENY, DR. GERTRUDE B. KELLY PLAYGROUND,3
1898,GRAND LARCENY, DR. RONALD E. MCNAIR PLAYGROUND,1
1899,GRAND LARCENY, DUNBAR PLAYGROUND,1
1900,GRAND LARCENY, DYCKMAN HOUSE MUSEUM,1
1901,GRAND LARCENY, DYKER BEACH PARK,4
1902,GRAND LARCENY, EAST RIVER ESPLANADE E 90TH ST TO E 125TH ST,2
1903,GRAND LARCENY, EAST RIVER PARK,15
1904,GRAND LARCENY, EAST RIVER WALK,1
1905,GRAND LARCENY, EAST RIVER WATERFRONT ESPLANADE,2
1906,GRAND LARCENY, ECHO TRIANGLE,2
1907,GRAND LARCENY, EDMONDS PLAYGROUND,1
1908,GRAND LARCENY, ELMHURST PARK,1
1909,GRAND LARCENY, EPIPHANY PLAYGROUND,2
1910,GRAND LARCENY, EVERGREEN PARK,1
1911,GRAND LARCENY, EWEN PARK,1
1912,GRAND LARCENY, FAIRMOUNT PLAYGROUND,1
1913,GRAND LARCENY, FATHER DUFFY SQUARE,3
1914,GRAND LARCENY, FERMI PLAYGROUND,1
1915,GRAND LARCENY, FERRY POINT PARK,1
1916,GRAND LARCENY, FIRST PARK,1
1917,GRAND LARCENY, FLUSHING FIELDS,2
1918,GRAND LARCENY, FLUSHING MEADOWS CORONA PARK,94
1919,GRAND LARCENY, FLYNN PLAYGROUND,1
1920,GRAND LARCENY, FOREST PARK,5
1921,GRAND LARCENY, FORT GREENE PARK,11
1922,GRAND LARCENY, FORT HAMILTON ATHLETIC FIELD,1
1923,GRAND LARCENY, FORT TRYON PARK,3
1924,GRAND LARCENY, FORT WASHINGTON PARK,1
1925,GRAND LARCENY, FOX PLAYGROUND BRONX,1
1926,GRAND LARCENY, FOX PLAYGROUND BROOKLYN,1
1927,GRAND LARCENY, FRANCIS LEWIS PARK,1
1928,GRAND LARCENY," ""FRANK D. OCONNOR PLAYGROUND""",2
1929,GRAND LARCENY, FRANK GOLDEN PARK,1
1930,GRAND LARCENY, FRANKLIN D. ROOSEVELT BOARDWALK AND BEACH,2
1931,GRAND LARCENY, FRANZ SIGEL PARK,1
1932,GRAND LARCENY, FREDERICK DOUGLASS PLAYGROUND,4
1933,GRAND LARCENY, FULTON PARK,1
1934,GRAND LARCENY, GERTRUDE EDERLE RECREATION CENTER,2
1935,GRAND LARCENY, GLENWOOD PLAYGROUND,1
1936,GRAND LARCENY, GORMAN PARK,1
1937,GRAND LARCENY, GORMAN PLAYGROUND,1
1938,GRAND LARCENY, GRAND ARMY PLAZA BROOKLYN,2
1939,GRAND LARCENY, GREAT KILLS PARK,1
1940,GRAND LARCENY, GREELEY SQUARE PARK,6
1941,GRAND LARCENY, GREEN CENTRAL KNOLL,1
1942,GRAND LARCENY, GROVER CLEVELAND PLAYGROUND,2
1943,GRAND LARCENY, HAGGERTY PARK,1
1944,GRAND LARCENY, HAMILTON FISH PARK,3
1945,GRAND LARCENY, HAMILTON METZ FIELD,2
1946,GRAND LARCENY, HARDING PARK,1
1947,GRAND LARCENY, HARLEM ART PARK,1
1948,GRAND LARCENY, HARLEM RIVER PARK,2
1949,GRAND LARCENY, HARRIS PARK,1
1950,GRAND LARCENY, HARVARD PLAYGROUND,1
1951,GRAND LARCENY, HERALD SQUARE,5
1952,GRAND LARCENY, HERBERT VON KING PARK,11
1953,GRAND LARCENY, HIGHBRIDGE PARK BRONX SIDE,1
1954,GRAND LARCENY, HIGHBRIDGE PARK MANHATTAN SIDE,11
1955,GRAND LARCENY, HIGHLAND PARK,2
1956,GRAND LARCENY, HINTON PARK,1
1957,GRAND LARCENY, HOLCOMBE RUCKER PARK,1
1958,GRAND LARCENY, HOMECREST PLAYGROUND,4
1959,GRAND LARCENY, HORSESHOE PLAYGROUND,1
1960,GRAND LARCENY, HOWARD BENNETT PLAYGROUND,1
1961,GRAND LARCENY, HUNTS POINT PLAYGROUND,1
1962,GRAND LARCENY, INWOOD HILL PARK,1
1963,GRAND LARCENY, J. HOOD WRIGHT PARK,3
1964,GRAND LARCENY, J.J. BYRNE PLAYGROUND,4
1965,GRAND LARCENY, JACKIE ROBINSON PARK MANHATTAN,5
1966,GRAND LARCENY, JACKIE ROBINSON PARKWAY,1
1967,GRAND LARCENY, JACKIE ROBINSON PLAYGROUND,1
1968,GRAND LARCENY, JACKSON SQUARE,1
1969,GRAND LARCENY, JAMAICA PLAYGROUND,2
1970,GRAND LARCENY, JAMES J WALKER PARK,3
1971,GRAND LARCENY, JAMES WELDON JOHNSON PLAYGROUND,1
1972,GRAND LARCENY, JOHN HANCOCK PLAYGROUND,1
1973,GRAND LARCENY, JOHN JAY PARK,5
1974,GRAND LARCENY, JOYCE KILMER PARK,4
1975,GRAND LARCENY, JUNCTION PLAYGROUND,1
1976,GRAND LARCENY, JUNIPER VALLEY PARK,2
1977,GRAND LARCENY, KISSENA CORRIDOR PARK,1
1978,GRAND LARCENY, KISSENA PARK,5
1979,GRAND LARCENY, KOLBERT PLAYGROUND,1
1980,GRAND LARCENY, LADY MOODY TRIANGLE,1
1981,GRAND LARCENY, LAWRENCE VIRGILIO PLAYGROUND,1
1982,GRAND LARCENY, LEIF ERICSON PARK,3
1983,GRAND LARCENY, LINCOLN TERRACE / ARTHUR S. SOMERS PARK,11
1984,GRAND LARCENY, LINDEN PARK,2
1985,GRAND LARCENY, LINDSAY TRIANGLE,1
1986,GRAND LARCENY, LITTLE BAY PARK,1
1987,GRAND LARCENY, LIVONIA PARK,2
1988,GRAND LARCENY, LORETO PLAYGROUND,1
1989,GRAND LARCENY, LOZADA PLAYGROUND,1
1990,GRAND LARCENY, LT. JOSEPH PETROSINO PARK,1
1991,GRAND LARCENY, LUNA PARK,11
1992,GRAND LARCENY, LUTHER GULICK PLAYGROUND,1
1993,GRAND LARCENY, LYONS POOL,1
1994,GRAND LARCENY, LYONS SQUARE PLAYGROUND,2
1995,GRAND LARCENY, MACOMBS DAM PARK,32
1996,GRAND LARCENY, MACRI TRIANGLE,1
1997,GRAND LARCENY, MADISON SQUARE PARK,12
1998,GRAND LARCENY, MAFERA PARK,2
1999,GRAND LARCENY, MAJOR MARK PARK,1
2000,GRAND LARCENY, MANHATTAN BEACH PARK,5
2001,GRAND LARCENY, MAPLE PLAYGROUND,1
2002,GRAND LARCENY, MARCONI PARK,1
2003,GRAND LARCENY, MARCUS GARVEY PARK,8
2004,GRAND LARCENY, MARIA HERNANDEZ PARK,6
2005,GRAND LARCENY, MARINE PARK,8
2006,GRAND LARCENY, MATTHEWS MULINER PLAYGROUND,1
2007,GRAND LARCENY, MCCARREN PARK,28
2008,GRAND LARCENY, MCKINLEY PARK,2
2009,GRAND LARCENY, MCLAUGHLIN PARK,2
2010,GRAND LARCENY, MITCHEL SQUARE,1
2011,GRAND LARCENY, MOORE HOMESTEAD PLAYGROUND,2
2012,GRAND LARCENY, MORNINGSIDE PARK,7
2013,GRAND LARCENY, MOSHOLU PARKWAY,1
2014,GRAND LARCENY, MOUNT HOPE PLAYGROUND,1
2015,GRAND LARCENY, MSGR. MCGOLRICK PARK,1
2016,GRAND LARCENY, MULLALY PARK,10
2017,GRAND LARCENY, MURRAY HILL PLAYGROUND,1
2018,GRAND LARCENY, NEHEMIAH PARK,1
2019,GRAND LARCENY, NOBLE PLAYGROUND,2
2020,GRAND LARCENY, NORTH 5TH STREET PIER AND PARK,1
2021,GRAND LARCENY, NORTHERN PLAYGROUND,3
2022,GRAND LARCENY, OCEAN PARKWAY MALLS,1
2023,GRAND LARCENY, OSBORN PLAYGROUND,1
2024,GRAND LARCENY," ""OWLS HEAD PARK""",3
2025,GRAND LARCENY, PAERDEGAT BASIN PARK,1
2026,GRAND LARCENY, PAERDEGAT PARK,1
2027,GRAND LARCENY, PARADE GROUND,12
2028,GRAND LARCENY, PARK OF THE AMERICAS,3
2029,GRAND LARCENY, PARK SLOPE PLAYGROUND,2
2030,GRAND LARCENY, PARKSIDE PLAYGROUND BROOKLYN,1
2031,GRAND LARCENY, PELHAM BAY PARK,4
2032,GRAND LARCENY, PENN SOUTH PLAYGROUND,1
2033,GRAND LARCENY, PETER MINUIT PLAYGROUND,1
2034,GRAND LARCENY, PETROSINO SQUARE,2
2035,GRAND LARCENY, PLAUT TRIANGLE,1
2036,GRAND LARCENY, PLAYGROUND SEVENTY FIVE,1
2037,GRAND LARCENY, PLEASANT VILLAGE COMMUNITY GARDEN,1
2038,GRAND LARCENY, POTOMAC PLAYGROUND,2
2039,GRAND LARCENY, POWELL PLAYGROUND,2
2040,GRAND LARCENY, PROSPECT PARK,29
