,OFNS_DESC,PARKS_NM,COUNT
0,ADMINISTRATIVE CODE, ABRAHAM LINCOLN PLAYGROUND,1
2144,HARRASSMENT 2, BLAND PLAYGROUND,1
2146,HARRASSMENT 2, BREUKELEN BALLFIELDS,1
2147,HARRASSMENT 2, BRIDGE PARK BROOKLYN,1
2148,HARRASSMENT 2, BRONX PARK,1
2149,HARRASSMENT 2, BRONX RIVER PARKWAY,1
2150,HARRASSMENT 2, BROOKLYN BOTANIC GARDEN,1
2152,HARRASSMENT 2, BROOKLYN MUSEUM,1
2153,HARRASSMENT 2, BROOKVILLE PARK,1
2156,HARRASSMENT 2, BUSHWICK PLAYGROUND ON KNICKERBOCKER AVENUE,1
