AMSTERDAM,4
ARMSTRONG II,1
BERRY,866
BREUKELEN,1
BUSHWICK II CDA GROUP E,2
CASSIDY-LAFAYETTE,139
GRANT,1
HOPE GARDENS,1
HOWARD AVENUE-PARK PLACE,27
INDEPENDENCE,1
INGERSOLL,2
LA GUARDIA,3
LAFAYETTE,1
MARCY,6
MARINERS HARBOR,1689
MARKHAM GARDENS,152
MITCHEL,1
NA,243734
NEW LANE AREA,51
RICHMOND TERRACE,1691
ROOSEVELT II,1
SMITH,1
SOUTH BEACH,1172
STAPLETON,2365
TODT HILL,911
VLADECK,3
VLADECK II,4
WEST BRIGHTON I,1954
WEST BRIGHTON II,77
WHITMAN,4
WILLIAMSBURG,3
WOODSON,1
