1,65186
10,45048
104,1
13,75894
14,125232
17,34595
18,83723
19,70272
20,43049
22,2638
23,70500
24,53069
25,71351
26,35133
28,57132
30,52329
32,74843
33,47265
34,57398
5,47986
6,57094
7,43778
9,66021
